3.656509215943515301e-05,-2.283184003317728639e-04,-1.346331409877166152e-04,1.963403774425387383e-04,-1.285977195948362350e-04,1.073123130481690168e-04,-1.481695217080414295e-04,-1.344724150840193033e-04,1.135608908953145146e-05,-3.326138539705425501e-06
-3.812819340964779258e-05,-1.355483109364286065e-04,2.393098771572113037e-01,4.754592373501509428e-04,6.623688386753201485e-05,-6.795963272452354431e-04,-2.447438600938767195e-04,5.766084650531411171e-04,-5.419927183538675308e-04,-1.452599099138751626e-04
-4.172197077423334122e-03,-4.956675469875335693e-01,4.907839000225067139e-01,7.248132228851318359e-01,-3.875752165913581848e-02,-2.057863748632371426e-04,-9.037761092185974121e-01,4.672721028327941895e-03,1.035877019166946411e-01,-1.809528619050979614e-01
1.382407644996419549e-04,1.684322778601199389e-04,-9.181831046589650214e-06,1.413119316566735506e-04,-3.389283665455877781e-05,9.574718205840326846e-06,8.370138675672933459e-05,2.046436275122687221e-04,-5.840579615323804319e-05,-1.090855948859825730e-04
1.388503733323886991e-05,1.104530965676531196e-04,-1.746482885209843516e-04,-2.510543708922341466e-05,-1.642020652070641518e-04,2.208334917668253183e-04,1.261260622413828969e-04,-9.087876242119818926e-05,9.308193693868815899e-05,4.030952550237998366e-05
-1.216682605445384979e-03,-8.906439179554581642e-04,-5.180254578590393066e-03,5.052235210314393044e-04,2.313710302114486694e-01,2.593153715133666992e-01,-7.783213853836059570e-01,6.057354807853698730e-01,-1.971594095230102539e-01,2.176797986030578613e-01
5.056357258581556380e-05,-1.841355697251856327e-05,-7.937753252917900681e-05,9.384839358972385526e-05,1.448764232918620110e-04,-9.804167348193004727e-05,1.282322045881301165e-04,9.315212810179218650e-05,-2.759827766567468643e-04,-2.001509710680693388e-05
-4.320680091041140258e-06,-2.221111571998335421e-05,6.932972610229626298e-06,-6.230584403965622187e-05,7.217912207124754786e-05,6.540810136357322335e-05,4.222290590405464172e-05,-3.345285949762910604e-04,-7.306014595087617636e-05,5.405420961324125528e-05
-4.011380951851606369e-07,-9.786907321540638804e-05,-1.637271780055016279e-04,-5.917009548284113407e-05,1.014831432257778943e-04,1.102917667594738305e-04,1.252551737707108259e-05,-8.840665395837277174e-05,-9.126856457442045212e-05,-1.695802784524857998e-04
1.296309346798807383e-04,-1.611377811059355736e-04,-2.921428822446614504e-04,-1.565043348819017410e-04,-1.123714318964630365e-04,-4.910764801024924964e-06,-6.354727520374581218e-05,-4.460342461243271828e-05,6.002674126648344100e-05,-1.788310037227347493e-04
-2.121830184478312731e-04,1.372625934891402721e-03,3.578912001103162766e-04,-1.330549479462206364e-03,5.478358864784240723e-01,-3.053606487810611725e-03,2.002431079745292664e-03,9.667632984928786755e-04,-1.985633425647392869e-04,-2.887698113918304443e-01
7.055036257952451706e-05,1.610667095519602299e-05,1.652274950174614787e-04,1.977707142941653728e-04,3.568518732208758593e-04,-4.555666964733973145e-05,8.669589442433789372e-05,-2.412826142972335219e-04,2.509164914954453707e-04,2.499911352060735226e-04
-6.204060628078877926e-05,-8.763937512412667274e-05,-1.158337763627059758e-04,-5.163757305126637220e-05,3.735483915079385042e-05,1.602674747118726373e-04,2.169006620533764362e-05,8.137706754496321082e-05,9.744033741299062967e-05,-8.135823736665770411e-05
-4.233913961797952652e-03,-4.352944716811180115e-02,-3.275914816185832024e-03,-2.794920802116394043e-01,8.308780193328857422e-01,-8.438425138592720032e-03,-4.493668675422668457e-01,9.919155836105346680e-01,-4.997145235538482666e-01,1.864777654409408569e-01
-5.093510844744741917e-05,2.144238096661865711e-04,1.368366065435111523e-04,-8.012507169041782618e-05,-2.333353040739893913e-05,-2.909018076024949551e-04,-2.888505696319043636e-05,-4.199107934255152941e-06,5.872425390407443047e-07,-1.326338388025760651e-04
5.002570105716586113e-06,-2.469363971613347530e-05,1.671647187322378159e-04,7.357042341027408838e-05,-1.838430325733497739e-04,2.612356911413371563e-05,-3.997989551862701774e-06,-6.030740405549295247e-05,-3.078564259340055287e-05,-1.007778118946589530e-04
-5.216751014813780785e-05,-8.735013398109003901e-05,6.677562487311661243e-05,-8.025627903407439590e-05,-3.753249256988056004e-05,7.808116788510233164e-05,-1.321013041888363659e-05,-1.462492218706756830e-05,1.444257359253242612e-04,7.923987868707627058e-05
-9.144828800344839692e-05,1.823706115828827024e-04,-2.094096416840329766e-04,8.706961671123281121e-05,1.155619975179433823e-04,-9.117037552641704679e-05,-5.613039684249088168e-05,3.140080661978572607e-05,-5.819247235194779932e-05,8.444688864983618259e-05
3.465697955107316375e-05,-1.801078906282782555e-05,-1.255870593013241887e-04,-1.774924749042838812e-04,9.322454570792615414e-05,9.512804535916075110e-05,1.410295662935823202e-04,1.534203474875539541e-04,-5.499803955899551511e-05,2.139564021490514278e-04
1.063998424797318876e-04,2.367269480600953102e-04,1.803905324777588248e-04,-1.335806300630792975e-04,-8.318479376612231135e-05,-1.061477378243580461e-04,1.808923552744090557e-04,-1.635478402022272348e-04,-1.443974906578660011e-04,-2.983184822369366884e-05
-2.413948677713051438e-04,-1.150843963841907680e-04,5.724546645069494843e-05,2.048531605396419764e-04,-5.216418503550812602e-05,-4.465244273887947202e-05,2.267138916067779064e-05,-1.380475587211549282e-04,8.272761624539270997e-05,-1.034216984407976270e-04
-1.025214587571099401e-04,1.492825249442830682e-04,-6.480730371549725533e-05,-1.115544546337332577e-05,6.139698234619572759e-05,1.590818283148109913e-05,1.120024535339325666e-05,8.352423901669681072e-05,-6.880967703182250261e-05,-1.544746337458491325e-04
1.777201832737773657e-04,1.846302984631620347e-05,-5.291061461321078241e-05,-1.489404530730098486e-04,2.592791133793070912e-06,1.490831346018239856e-04,1.277252795262029395e-05,7.911781722214072943e-06,5.411845631897449493e-05,1.239249977516010404e-04
1.343762385658919811e-03,5.156232118606567383e-01,-2.126126550137996674e-03,-1.942074159160256386e-03,1.131452620029449463e-03,-2.076011616736650467e-03,-6.190315354615449905e-03,2.657978534698486328e-01,-2.358262985944747925e-01,2.234659623354673386e-03
3.190958523191511631e-06,-2.380795485805720091e-04,3.871787339448928833e-05,-4.923455708194524050e-05,5.191011587157845497e-05,6.630938878515735269e-05,1.075124164344742894e-04,1.437452156096696854e-04,-2.769486454781144857e-04,-7.231631752802059054e-05
1.527295535197481513e-05,1.307874626945704222e-04,-7.549022848252207041e-05,8.732786227483302355e-05,1.096182677429169416e-05,3.281509270891547203e-05,1.049046113621443510e-05,-1.170158284367062151e-04,-1.031375068123452365e-04,-8.855508349370211363e-05
9.271663147956132889e-04,-2.638049889355897903e-03,4.262987058609724045e-03,-1.025340631604194641e-01,3.814858198165893555e-01,-8.510026931762695312e-01,-1.322145164012908936e-01,-3.598010167479515076e-03,1.155683636665344238e+00,2.279319101944565773e-03
-6.801178096793591976e-05,1.298083807341754436e-04,-1.474331365898251534e-04,-7.906103564891964197e-05,-2.773694359348155558e-05,1.057468034559860826e-04,-7.332593668252229691e-06,5.497341771842911839e-05,-1.141086686402559280e-04,2.362366649322211742e-05
-2.128239793819375336e-05,1.146545400843024254e-05,-1.579328672960400581e-04,9.018951095640659332e-05,-1.907250225485768169e-05,-5.094449443276971579e-05,-1.270471548195928335e-04,-1.012623688438907266e-04,2.370727816014550626e-05,-1.020178897306323051e-04
-5.491283256560564041e-03,1.063637668266892433e-03,-3.387069702148437500e-01,2.601478099822998047e-01,-5.788612645119428635e-03,9.827347993850708008e-01,5.555280484259128571e-03,-6.027929484844207764e-03,-8.563792798668146133e-04,4.028936382383108139e-03
-1.106561612687073648e-04,-2.587866620160639286e-04,1.809687528293579817e-04,3.781542181968688965e-05,-8.231250831158831716e-05,-8.195804548449814320e-05,1.455794990761205554e-04,-3.029693471034988761e-05,-1.374085113639011979e-04,1.132686302298679948e-04
-6.359133840305730700e-05,-1.536667405162006617e-04,-1.868892431957647204e-04,-9.971365216188132763e-05,5.742074426962062716e-05,3.205572720617055893e-04,6.251702870940789580e-05,1.790875976439565420e-04,-1.288739003939554095e-04,-9.023591701406985521e-05
-7.323563843965530396e-02,-6.656646728515625000e-01,3.933336585760116577e-02,-3.227040637284517288e-03,6.680770516395568848e-01,-2.386328531429171562e-03,9.033972024917602539e-01,-1.274087727069854736e-01,-4.287721458240412176e-05,-5.605500936508178711e-01
5.629341467283666134e-05,5.816807970404624939e-06,-1.363090996164828539e-05,-2.800402580760419369e-04,3.279646334704011679e-04,4.128520959056913853e-04,-5.379304639063775539e-05,-1.829692628234624863e-04,-8.036312647163867950e-05,1.380808043904835358e-05
-1.258213422261178493e-03,-3.221098450012505054e-04,-1.546645769849419594e-03,4.047291576862335205e-01,6.390336784534156322e-05,4.281202564015984535e-05,6.495391950011253357e-03,5.805648397654294968e-04,1.907724508782848716e-04,-5.747885443270206451e-04
