16801.05078,
17009.68945,0.012418192
16991.91016,-0.001045245
16719.39063,-0.016038193
16994.2207,0.016437805
16659.25,-0.01971086
16544.09961,-0.006912099
16321.07031,-0.013480897
16315.19043,-0.000360263
16141.74023,-0.010631209
16117.24023,-0.001517804
16380.41016,0.016328473
16399.66992,0.00117578
16614.81055,0.013118595
16461.32031,-0.009238157
16677.90039,0.013156908
16805.41016,0.007645433
16817.93945,0.000745551
17005.75,0.011167275
16974.31055,-0.001848754
17195.41992,0.013026118
17390.51953,0.011346022
17366.24023,-0.001396123
17383.83984,0.001013438
17484.5293,0.00579213
17554.4707,0.004000188
17573.92969,0.001108492
17613.74023,0.002265318
17614.90039,6.58666E-05
17612.19922,-0.000153346
17652.78906,0.002304644
17634.74023,-0.001022435
17647.75,0.000737735
17687.82031,0.002270562
17685.73047,-0.000118152
17719,0.001881151
17810.06055,0.005139147
17817.90039,0.000440192
17814.93945,-0.000166178
17827.75,0.00071909
17828.24023,2.74984E-05
17776.80078,-0.002885279
17879.55078,0.005780005
17912.61914,0.001849507
17900.09961,-0.000698922
17958.78906,0.003278722
17852.48047,-0.005919586
17801.19922,-0.0028725
17533.15039,-0.015057908
17596.33984,0.003603999
17280.83008,-0.01793042
17180.83984,-0.005786194
17068.86914,-0.006517184
17356.86914,0.016872823
17778.15039,0.02427173
17804.80078,0.001499053
17959.43945,0.008685223
18024.16992,0.003604259
18030.21094,0.000335162
18053.71094,0.001303368
18038.23047,-0.000857467
17983.07031,-0.003057958
17823.07031,-0.008897257
17832.99023,0.000556578
17501.65039,-0.018580162
17371.64063,-0.007428429
17584.51953,0.012254393
17907.86914,0.018388311
17737.36914,-0.009520954
17640.83984,-0.005442143
17613.67969,-0.001539618
17427.08984,-0.010593462
17320.71094,-0.006104227
17511.57031,0.011019142
17515.23047,0.000209014
17554.2793,0.002229421
17813.98047,0.01479418
17672.59961,-0.007936511
17678.69922,0.000345145
17387.21094,-0.016488107
17191.36914,-0.011263554
17416.84961,0.013115911
17164.94922,-0.014463028
17361.03906,0.011423852
17666.40039,0.017588885
17673.01953,0.000374674
17884.88086,0.01198784
17824.28906,-0.003387878
17729.21094,-0.005334189
17868.75977,0.007871125
17862.14063,-0.000370431
17972.38086,0.006171726
18019.34961,0.002613385
18047.58008,0.001566675
18029.84961,-0.000982429
17985.76953,-0.002444839
18140.43945,0.008599572
18116.83984,-0.001300939
18209.18945,0.005097446
18224.57031,0.000844676
18214.41992,-0.000556962
18132.69922,-0.004486594
18288.63086,0.008599472
18203.36914,-0.004662007
18096.90039,-0.005848849
18135.7207,0.002145136
17856.7793,-0.015380773
17995.7207,0.007780877
17662.93945,-0.018492244
17635.39063,-0.001559697
17895.2207,0.014733446
17749.31055,-0.008153582
17977.41992,0.012851732
17849.08008,-0.007138947
18076.18945,0.01272387
17959.0293,-0.006481463
18127.65039,0.00938921
18116.03906,-0.000640531
18011.14063,-0.005790363
17718.53906,-0.016245588
17678.23047,-0.002274939
17712.66016,0.001947575
17976.31055,0.014884856
17776.11914,-0.011136401
17698.17969,-0.004384503
17763.24023,0.003676115
17880.84961,0.006620942
17875.41992,-0.000303659
17902.50977,0.00151548
17958.73047,0.003140381
18057.65039,0.00550818
17977.03906,-0.004464109
18036.69922,0.003318686
18112.60938,0.00420865
18105.76953,-0.000377629
17826.30078,-0.015435342
18034.92969,0.011703432
17949.58984,-0.00473192
18038.26953,0.004940485
18058.68945,0.001132033
18080.14063,0.001187859
18037.9707,-0.002332389
18110.14063,0.004001
18035.5293,-0.004119865
17840.51953,-0.010812534
18024.06055,0.010287874
18070.40039,0.002570999
17928.19922,-0.007869287
17841.98047,-0.004809114
17924.06055,0.004600391
18191.10938,0.014898902
18105.16992,-0.004724256
18068.23047,-0.002040271
18060.49023,-0.000428389
18252.24023,0.010617098
18272.56055,0.001113305
18298.88086,0.001440428
18312.39063,0.000738284
18285.40039,-0.001473878
18285.74023,1.85855E-05
18232.01953,-0.002937847
18041.53906,-0.010447579
18162.99023,0.006731752
18126.11914,-0.002030012
18010.67969,-0.00636868
18040.36914,0.001648436
18011.93945,-0.001575893
18076.26953,0.003571524
17905.58008,-0.009442737
17849.46094,-0.00313417
17766.55078,-0.004644967
17764.03906,-0.000141373
18000.40039,0.013305607
18039.36914,0.002164882
17898.83984,-0.007790145
17791.16992,-0.006015469
17904.48047,0.006368921
17935.74023,0.001745919
18115.83984,0.010041381
18015.94922,-0.005513994
18119.7793,0.005763231
18144.07031,0.00134058
17966.07031,-0.009810368
17890.35938,-0.004214107
17946.67969,0.003148082
17596.34961,-0.019520607
17619.50977,0.001316191
17757.91016,0.007854951
17730.10938,-0.001565544
17683.58008,-0.00262431
17776.91016,0.005277782
17515.41992,-0.014709544
17548.61914,0.001895428
17760.41016,0.012068814
17977.67969,0.012233362
18053.58008,0.004221924
18050.16992,-0.000188891
18120.25,0.003882516
18086.44922,-0.00186536
18100.41016,0.0007719
17919.28906,-0.010006463
17851.03906,-0.003808745
17731.91992,-0.006672953
17568.5293,-0.009214491
17440.58984,-0.007282309
17630.26953,0.010875761
17751.39063,0.006870065
17745.98047,-0.000304774
17689.85938,-0.003162468
17598.19922,-0.005181508
17550.68945,-0.002699695
17540.4707,-0.000582242
17419.75,-0.00688241
17373.38086,-0.002661872
17615.16992,0.013917214
17402.83984,-0.012053819
17402.50977,-1.89669E-05
17408.25,0.000329851
17477.40039,0.003972277
17545.17969,0.003878111
17511.33984,-0.001928726
17348.73047,-0.009285947
16990.68945,-0.02063788
16459.75,-0.031248847
15871.34961,-0.035747833
15666.44043,-0.012910634
16285.50977,0.039515635
16654.76953,0.02267413
16643.00977,-0.00070609
16528.0293,-0.006908634
16058.34961,-0.028417162
16351.37988,0.018247845
16374.75977,0.001429842
16102.37988,-0.01663413
16492.67969,0.024238641
16253.57031,-0.014497909
16330.40039,0.004726966
16433.08984,0.006288239
16370.95996,-0.003780779
16599.84961,0.013981443
16739.94922,0.008439812
16674.74023,-0.003895411
16384.58008,-0.01740118
16510.18945,0.007666316
16330.46973,-0.010885382
16279.88965,-0.003097283
16201.32031,-0.004826159
16314.66992,0.006996319
16001.88965,-0.019171719
16049.12988,0.002952166
16284.7002,0.014678074
16272.00977,-0.000779285
16472.36914,0.01231313
16776.42969,0.018458823
16790.18945,0.000820184
16912.28906,0.007272081
